State,Area_name,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18"
TN,Stewart County,"1,370","4,044","2,696","1,415",14.4,42.5,28.3,14.9
TN,Sullivan County,"15,302","39,550","33,055","25,934",13.4,34.7,29.0,22.8
TN,Sumner County,"12,315","38,135","39,067","33,020",10.1,31.1,31.9,26.9
TN,Tipton County,"5,356","15,694","12,945","6,809",13.1,38.5,31.7,16.7
TN,Trousdale County,"1,307","2,291","1,879","1,108",19.8,34.8,28.5,16.8
TN,Unicoi County,"2,031","5,332","3,859","1,953",15.4,40.5,29.3,14.8
TN,Union County,"3,236","6,263","2,954","1,162",23.8,46.0,21.7,8.5
TN,Van Buren County,855,"2,115",914,363,20.1,49.8,21.5,8.5
TN,Warren County,"5,794","11,915","6,133","3,879",20.9,43.0,22.1,14.0
TN,Washington County,"9,861","24,962","23,877","28,075",11.4,28.8,27.5,32.4
TN,Wayne County,"2,477","5,417","2,939","1,363",20.3,44.4,24.1,11.2
TN,Weakley County,"3,368","8,156","5,332","4,629",15.7,38.0,24.8,21.5
TN,White County,"3,330","8,103","4,703","2,525",17.8,43.4,25.2,13.5
TN,Williamson County,"6,286","19,139","32,654","83,611",4.4,13.5,23.0,59.0
TN,Wilson County,"8,013","27,216","27,862","27,857",8.8,29.9,30.6,30.6
TX,Texas,"2,993,432","4,448,881","5,153,577","5,219,469",16.8,25.0,28.9,29.3
TX,Anderson County,"8,351","15,224","13,503","4,931",19.9,36.2,32.1,11.7
TX,Andrews County,"2,695","3,898","2,914","1,103",25.4,36.7,27.5,10.4
TX,Angelina County,"10,826","18,265","18,808","9,344",18.9,31.9,32.9,16.3
TX,Aransas County,"2,742","5,392","6,066","3,936",15.1,29.7,33.4,21.7
TX,Archer County,558,"2,057","2,117","1,449",9.0,33.3,34.3,23.4
TX,Armstrong County,164,345,576,328,11.6,24.4,40.8,23.2
TX,Atascosa County,"7,032","12,335","7,439","4,110",22.7,39.9,24.1,13.3
TX,Austin County,"3,402","5,906","6,086","4,740",16.9,29.3,30.2,23.5
TX,Bailey County,"1,142","1,553",932,780,25.9,35.2,21.1,17.7
TX,Bandera County,"1,781","5,301","5,626","3,970",10.7,31.8,33.7,23.8
TX,Bastrop County,"10,334","15,984","17,027","11,083",19.0,29.4,31.3,20.4
TX,Baylor County,290,822,919,498,11.5,32.5,36.3,19.7
TX,Bee County,"5,851","7,751","6,380","2,259",26.3,34.9,28.7,10.2
TX,Bell County,"19,504","53,563","83,008","50,770",9.4,25.9,40.1,24.5
TX,Bexar County,"197,870","308,714","379,838","337,748",16.2,25.2,31.0,27.6
TX,Blanco County,791,"2,433","2,942","2,297",9.3,28.7,34.8,27.1
TX,Borden County,32,121,148,162,6.9,26.1,32.0,35.0
TX,Bosque County,"1,941","4,638","4,007","2,403",14.9,35.7,30.8,18.5
TX,Bowie County,"7,515","22,063","21,285","12,626",11.8,34.8,33.5,19.9
TX,Brazoria County,"28,305","58,155","75,317","68,439",12.3,25.3,32.7,29.7
TX,Brazos County,"15,388","22,639","30,181","47,079",13.3,19.6,26.2,40.8
TX,Brewster County,992,"1,370","1,718","2,652",14.7,20.4,25.5,39.4
TX,Briscoe County,148,366,333,249,13.5,33.4,30.4,22.7
TX,Brooks County,"1,240","1,139","1,033",731,29.9,27.5,24.9,17.6
TX,Brown County,"3,564","9,180","8,006","4,972",13.9,35.7,31.1,19.3
TX,Burleson County,"2,168","4,864","3,244","2,120",17.5,39.2,26.2,17.1
TX,Burnet County,"3,813","9,992","10,238","8,072",11.9,31.1,31.9,25.1
TX,Caldwell County,"5,627","9,883","7,071","3,914",21.2,37.3,26.7,14.8
TX,Calhoun County,"2,788","4,819","4,699","2,169",19.3,33.3,32.5,15.0
TX,Callahan County,"1,139","3,659","3,000","1,839",11.8,38.0,31.1,19.1
TX,Cameron County,"80,565","63,733","58,823","42,411",32.8,26.0,24.0,17.3
TX,Camp County,"1,290","2,981","2,524","1,550",15.5,35.7,30.2,18.6
TX,Carson County,258,"1,160","1,389","1,225",6.4,28.8,34.4,30.4
TX,Cass County,"3,067","9,155","5,458","3,459",14.5,43.3,25.8,16.4
TX,Castro County,"1,234","1,518","1,265",700,26.2,32.2,26.8,14.8
TX,Chambers County,"3,250","7,445","9,378","5,489",12.7,29.1,36.7,21.5
TX,Cherokee County,"6,989","10,640","10,483","5,708",20.7,31.5,31.0,16.9
TX,Childress County,797,"1,929","1,374",858,16.1,38.9,27.7,17.3
TX,Clay County,703,"2,958","2,440","1,393",9.4,39.5,32.6,18.6
TX,Cochran County,603,577,534,154,32.3,30.9,28.6,8.2
TX,Coke County,396,867,782,422,16.1,35.1,31.7,17.1
TX,Coleman County,"1,115","2,094","1,975",957,18.2,34.1,32.2,15.6
TX,Collin County,"39,131","91,405","167,196","318,998",6.3,14.8,27.1,51.7
TX,Collingsworth County,479,613,542,369,23.9,30.6,27.1,18.4
TX,Colorado County,"2,651","5,218","3,794","2,673",18.5,36.4,26.5,18.6
TX,Comal County,"7,102","24,400","29,250","33,117",7.6,26.0,31.2,35.3
TX,Comanche County,"1,530","3,419","2,625","1,866",16.2,36.2,27.8,19.8
TX,Concho County,"1,133",841,659,357,37.9,28.1,22.0,11.9
TX,Cooke County,"3,683","8,382","9,098","5,471",13.8,31.5,34.2,20.5
TX,Coryell County,"5,609","13,217","21,029","7,402",11.9,28.0,44.5,15.7
TX,Cottle County,222,340,313,158,21.5,32.9,30.3,15.3
TX,Crane County,668,885,974,359,23.1,30.7,33.7,12.4
TX,Crockett County,508,822,731,338,21.2,34.3,30.5,14.1
TX,Crosby County,895,"1,348","1,030",480,23.8,35.9,27.4,12.8
TX,Culberson County,517,598,324,142,32.7,37.8,20.5,9.0
TX,Dallam County,"1,348","1,161","1,273",597,30.8,26.5,29.1,13.6
TX,Dallas County,"351,441","372,587","418,128","506,554",21.3,22.6,25.4,30.7
TX,Dawson County,"2,256","3,029","1,955","1,037",27.3,36.6,23.6,12.5
TX,Deaf Smith County,"2,994","3,797","2,959","1,350",27.0,34.2,26.7,12.2
TX,Delta County,513,"1,208","1,085",759,14.4,33.9,30.4,21.3
TX,Denton County,"39,610","95,181","157,391","234,003",7.5,18.1,29.9,44.5
TX,DeWitt County,"2,767","5,705","4,218","1,862",19.0,39.2,29.0,12.8
TX,Dickens County,296,548,492,267,18.5,34.2,30.7,16.7
TX,Dimmit County,"2,137","2,170","1,303",924,32.7,33.2,19.9,14.1
TX,Donley County,266,720,825,446,11.8,31.9,36.6,19.8
TX,Duval County,"2,386","2,254","1,942",672,32.9,31.1,26.8,9.3
TX,Eastland County,"2,053","4,451","4,376","1,673",16.4,35.5,34.9,13.3
TX,Ector County,"22,442","28,230","28,452","14,604",23.9,30.1,30.4,15.6
TX,Edwards County,363,434,387,311,24.3,29.0,25.9,20.8
TX,Ellis County,"15,495","30,531","37,049","24,996",14.3,28.3,34.3,23.1
TX,El Paso County,"114,276","121,278","157,099","115,744",22.5,23.9,30.9,22.8
TX,Erath County,"3,289","5,548","7,795","7,027",13.9,23.4,32.9,29.7
TX,Falls County,"2,763","4,562","3,157","1,553",23.0,37.9,26.2,12.9
TX,Fannin County,"3,615","8,622","7,789","4,026",15.0,35.8,32.4,16.7
TX,Fayette County,"2,846","7,265","4,653","3,262",15.8,40.3,25.8,18.1
TX,Fisher County,383,932,908,495,14.1,34.3,33.4,18.2
TX,Floyd County,"1,014","1,067","1,133",609,26.5,27.9,29.6,15.9
TX,Foard County,236,300,341,170,22.5,28.7,32.6,16.2
TX,Fort Bend County,"46,214","83,705","124,372","217,907",9.8,17.7,26.3,46.1
TX,Franklin County,820,"2,175","2,550","1,715",11.3,30.0,35.1,23.6
TX,Freestone County,"2,471","4,549","5,027","1,807",17.8,32.8,36.3,13.0
TX,Frio County,"4,035","4,319","2,869",865,33.4,35.7,23.7,7.2
TX,Gaines County,"4,326","3,272","2,165","1,379",38.8,29.4,19.4,12.4
TX,Galveston County,"25,770","55,710","71,449","65,692",11.8,25.5,32.7,30.0
TX,Garza County,"1,776","1,281",901,639,38.6,27.9,19.6,13.9
TX,Gillespie County,"2,047","5,896","4,804","6,508",10.6,30.6,24.9,33.8
TX,Glasscock County,253,183,237,203,28.9,20.9,27.1,23.2
TX,Goliad County,650,"1,614","2,068",925,12.4,30.7,39.3,17.6
TX,Gonzales County,"3,200","5,503","2,949","1,636",24.1,41.4,22.2,12.3
TX,Gray County,"3,007","4,883","5,203","2,016",19.9,32.3,34.4,13.3
TX,Grayson County,"9,936","26,822","32,342","17,790",11.4,30.9,37.2,20.5
TX,Gregg County,"12,869","22,830","27,367","16,522",16.2,28.7,34.4,20.8
TX,Grimes County,"3,872","6,745","5,583","2,773",20.4,35.6,29.4,14.6
TX,Guadalupe County,"11,499","31,336","30,548","27,891",11.4,30.9,30.2,27.5
TX,Hale County,"4,976","7,081","5,382","3,454",23.8,33.9,25.8,16.5
TX,Hall County,503,600,682,299,24.1,28.8,32.7,14.3
TX,Hamilton County,"1,095","2,000","1,542","1,288",18.5,33.8,26.0,21.7
TX,Hansford County,"1,052",942,899,484,31.2,27.9,26.6,14.3
TX,Hardeman County,571,952,803,396,21.0,35.0,29.5,14.5
TX,Hardin County,"4,588","14,891","12,548","5,765",12.1,39.4,33.2,15.3
TX,Harris County,"557,077","678,269","782,296","905,727",19.1,23.2,26.8,31.0
TX,Harrison County,"6,591","15,027","13,781","8,360",15.1,34.3,31.5,19.1
TX,Hartley County,796,"1,663","1,132",744,18.4,38.4,26.1,17.2
TX,Haskell County,"1,145","1,421","1,000",552,27.8,34.5,24.3,13.4
TX,Hays County,"12,773","27,163","36,131","45,518",10.5,22.3,29.7,37.4
TX,Hemphill County,501,715,711,513,20.5,29.3,29.1,21.0
TX,Henderson County,"9,317","19,091","17,861","10,306",16.5,33.7,31.6,18.2
TX,Hidalgo County,"168,031","109,847","108,503","86,872",35.5,23.2,22.9,18.4
TX,Hill County,"4,257","8,357","7,400","4,132",17.6,34.6,30.6,17.1
TX,Hockley County,"3,447","3,818","5,082","2,007",24.0,26.6,35.4,14.0
TX,Hood County,"4,357","12,296","13,663","10,698",10.6,30.0,33.3,26.1
TX,Hopkins County,"3,956","8,800","7,090","4,449",16.3,36.2,29.2,18.3
TX,Houston County,"3,295","6,157","4,880","2,360",19.7,36.9,29.2,14.1
TX,Howard County,"5,200","8,382","8,318","3,070",20.8,33.6,33.3,12.3
TX,Hudspeth County,"1,263",842,447,188,46.1,30.7,16.3,6.9
TX,Hunt County,"9,138","21,259","18,753","11,792",15.0,34.9,30.8,19.3
TX,Hutchinson County,"2,052","4,728","5,414","1,947",14.5,33.4,38.3,13.8
TX,Irion County,73,362,402,170,7.2,35.9,39.9,16.9
TX,Jack County,"1,208","2,406","1,693",766,19.9,39.6,27.9,12.6
TX,Jackson County,"1,651","3,243","3,359","1,587",16.8,33.0,34.1,16.1
TX,Jasper County,"3,686","10,681","6,615","2,965",15.4,44.6,27.6,12.4
TX,Jeff Davis County,254,387,467,598,14.9,22.7,27.4,35.1
TX,Jefferson County,"27,058","55,151","53,962","33,160",16.0,32.6,31.9,19.6
TX,Jim Hogg County,812,"1,183",766,387,25.8,37.6,24.3,12.3
TX,Jim Wells County,"6,543","9,449","6,495","3,266",25.4,36.7,25.2,12.7
TX,Johnson County,"16,223","36,008","34,875","19,545",15.2,33.8,32.7,18.3
TX,Jones County,"3,181","5,923","3,922","1,689",21.6,40.3,26.7,11.5
TX,Karnes County,"2,498","3,840","2,631","1,511",23.8,36.6,25.1,14.4
TX,Kaufman County,"10,550","25,276","24,654","15,799",13.8,33.1,32.3,20.7
TX,Kendall County,"1,985","6,088","8,908","11,768",6.9,21.2,31.0,40.9
TX,Kenedy County,274,87,24,28,66.3,21.1,5.8,6.8
TX,Kent County,104,182,139,131,18.7,32.7,25.0,23.6
TX,Kerr County,"4,279","10,207","13,169","9,496",11.5,27.5,35.4,25.6
TX,Kimble County,509,"1,008","1,008",715,15.7,31.1,31.1,22.1
TX,King County,23,60,47,29,14.5,37.7,29.6,18.2
TX,Kinney County,731,979,772,265,26.6,35.6,28.1,9.6
TX,Kleberg County,"3,598","4,350","5,028","4,287",20.8,25.2,29.1,24.8
TX,Knox County,464,771,675,467,19.5,32.4,28.4,19.6
TX,Lamar County,"5,201","11,329","11,230","5,916",15.4,33.6,33.3,17.6
TX,Lamb County,"2,167","2,720","2,133","1,331",25.9,32.6,25.5,15.9
TX,Lampasas County,"1,362","4,052","6,121","2,881",9.4,28.1,42.5,20.0
TX,La Salle County,"1,606","2,150",639,664,31.7,42.5,12.6,13.1
TX,Lavaca County,"2,022","5,654","3,762","2,294",14.7,41.2,27.4,16.7
TX,Lee County,"1,865","4,253","3,618","1,836",16.1,36.8,31.3,15.9
TX,Leon County,"2,117","4,664","3,277","1,967",17.6,38.8,27.3,16.4
TX,Liberty County,"12,071","20,993","15,267","5,056",22.6,39.3,28.6,9.5
TX,Limestone County,"3,040","5,611","5,188","2,260",18.9,34.9,32.2,14.0
TX,Lipscomb County,406,757,669,443,17.8,33.3,29.4,19.5
TX,Live Oak County,"1,828","3,028","2,775","1,156",20.8,34.5,31.6,13.2
TX,Llano County,"2,321","4,295","5,695","4,251",14.0,25.9,34.4,25.7
TX,Loving County,17,15,43,0,22.7,20.0,57.3,0.0
TX,Lubbock County,"25,227","46,606","54,067","51,557",14.2,26.3,30.5,29.1
TX,Lynn County,909,"1,126","1,077",693,23.9,29.6,28.3,18.2
TX,McCulloch County,"1,139","1,741","1,749","1,086",19.9,30.5,30.6,19.0
TX,McLennan County,"23,575","41,380","49,587","35,492",15.7,27.6,33.1,23.7
TX,McMullen County,45,200,111,108,9.7,43.1,23.9,23.3
TX,Madison County,"1,939","3,754","2,675","1,321",20.0,38.7,27.6,13.6
TX,Marion County,"1,250","3,083","2,114","1,126",16.5,40.7,27.9,14.9
TX,Martin County,755,"1,023",842,670,22.9,31.1,25.6,20.4
TX,Mason County,352,974,"1,055",595,11.8,32.7,35.5,20.0
TX,Matagorda County,"5,250","7,643","7,223","4,028",21.7,31.7,29.9,16.7
TX,Maverick County,"13,145","7,141","8,239","4,081",40.3,21.9,25.3,12.5
TX,Medina County,"5,601","10,189","10,645","6,527",17.0,30.9,32.3,19.8
TX,Menard County,315,603,493,305,18.4,35.1,28.7,17.8
TX,Midland County,"16,562","26,517","31,353","28,049",16.2,25.9,30.6,27.4
TX,Milam County,"2,942","6,320","4,999","2,285",17.8,38.2,30.2,13.8
TX,Mills County,666,"1,038","1,087",620,19.5,30.4,31.9,18.2
TX,Mitchell County,"1,225","2,152","1,711",681,21.2,37.3,29.7,11.8
TX,Montague County,"1,966","5,083","4,401","2,096",14.5,37.5,32.5,15.5
TX,Montgomery County,"45,597","80,427","109,691","125,054",12.6,22.3,30.4,34.7
TX,Moore County,"4,171","2,916","3,637","1,792",33.3,23.3,29.1,14.3
TX,Morris County,"1,009","3,536","2,786","1,342",11.6,40.8,32.1,15.5
TX,Motley County,109,238,312,132,13.8,30.1,39.4,16.7
TX,Nacogdoches County,"6,274","10,944","11,080","9,177",16.7,29.2,29.6,24.5
TX,Navarro County,"6,879","9,315","10,371","5,114",21.7,29.4,32.7,16.1
TX,Newton County,"1,582","4,050","3,215",861,16.3,41.7,33.1,8.9
TX,Nolan County,"1,821","3,178","3,127","1,487",18.9,33.1,32.5,15.5
TX,Nueces County,"41,214","67,576","74,846","50,403",17.6,28.9,32.0,21.5
TX,Ochiltree County,"1,527","1,940","1,771",936,24.7,31.4,28.7,15.2
TX,Oldham County,165,384,342,259,14.3,33.4,29.7,22.5
TX,Orange County,"6,566","21,728","19,213","8,556",11.7,38.8,34.3,15.3
TX,Palo Pinto County,"3,099","6,953","6,066","3,187",16.1,36.0,31.4,16.5
TX,Panola County,"2,580","5,285","5,476","2,444",16.3,33.5,34.7,15.5
TX,Parker County,"9,535","25,111","29,136","23,302",10.9,28.8,33.5,26.8
TX,Parmer County,"1,768","1,893","1,318","1,069",29.2,31.3,21.8,17.7
TX,Pecos County,"3,225","3,858","2,465","1,032",30.5,36.5,23.3,9.8
TX,Polk County,"6,800","12,601","10,134","4,799",19.8,36.7,29.5,14.0
TX,Potter County,"17,224","24,126","23,670","11,290",22.6,31.6,31.0,14.8
TX,Presidio County,"2,191",881,607,923,47.6,19.1,13.2,20.1
TX,Rains County,"1,289","3,545","2,646",993,15.2,41.8,31.2,11.7
TX,Randall County,"7,072","19,061","32,985","27,833",8.1,21.9,37.9,32.0
TX,Reagan County,462,878,701,242,20.2,38.5,30.7,10.6
TX,Real County,374,687,876,503,15.3,28.2,35.9,20.6
TX,Red River County,"1,369","3,539","2,789","1,107",15.5,40.2,31.7,12.6
TX,Reeves County,"3,640","2,779","2,568","1,086",36.1,27.6,25.5,10.8
TX,Refugio County,947,"1,799","1,576",578,19.3,36.7,32.2,11.8
TX,Roberts County,51,157,210,149,9.0,27.7,37.0,26.3
TX,Robertson County,"1,843","4,179","3,540","1,839",16.2,36.7,31.0,16.1
TX,Rockwall County,"4,761","11,864","19,554","24,403",7.9,19.6,32.3,40.3
TX,Runnels County,"1,497","2,435","1,762","1,274",21.5,34.9,25.3,18.3
TX,Rusk County,"7,260","11,522","12,482","5,310",19.9,31.5,34.1,14.5
TX,Sabine County,"1,097","3,117","2,504","1,276",13.7,39.0,31.3,16.0
TX,San Augustine County,"1,175","2,390","1,743",816,19.2,39.0,28.5,13.3
TX,San Jacinto County,"3,178","9,787","4,654","2,160",16.1,49.5,23.5,10.9
TX,San Patricio County,"8,741","13,974","13,653","6,368",20.5,32.7,31.9,14.9
TX,San Saba County,"1,092","1,433","1,104",610,25.8,33.8,26.0,14.4
TX,Schleicher County,430,481,760,330,21.5,24.0,38.0,16.5
TX,Scurry County,"2,491","3,629","3,261","1,857",22.2,32.3,29.0,16.5
TX,Shackelford County,346,507,832,560,15.4,22.6,37.1,24.9
TX,Shelby County,"4,072","5,444","4,438","2,366",25.0,33.4,27.2,14.5
TX,Sherman County,491,581,607,413,23.5,27.8,29.0,19.7
TX,Smith County,"21,656","35,529","51,517","37,849",14.8,24.2,35.2,25.8
TX,Somervell County,727,"2,060","1,755","1,430",12.2,34.5,29.4,23.9
TX,Starr County,"17,148","8,830","5,709","3,658",48.5,25.0,16.2,10.3
TX,Stephens County,"1,473","1,916","1,965","1,068",22.9,29.8,30.6,16.6
TX,Sterling County,110,359,189,124,14.1,45.9,24.2,15.9
TX,Stonewall County,105,431,318,135,10.6,43.6,32.2,13.7
TX,Sutton County,658,796,735,470,24.7,29.9,27.6,17.7
TX,Swisher County,"1,355","1,605","1,452",647,26.8,31.7,28.7,12.8
TX,Tarrant County,"185,596","309,229","389,565","405,976",14.4,24.0,30.2,31.5
TX,Taylor County,"9,669","25,030","27,994","20,366",11.6,30.1,33.7,24.5
TX,Terrell County,133,208,266,110,18.5,29.0,37.1,15.3
TX,Terry County,"2,536","2,541","1,989",963,31.6,31.6,24.8,12.0
TX,Throckmorton County,166,415,331,214,14.7,36.9,29.4,19.0
TX,Titus County,"4,818","6,500","5,406","3,160",24.2,32.7,27.2,15.9
TX,Tom Green County,"10,768","22,881","23,315","18,162",14.3,30.5,31.0,24.2
TX,Travis County,"89,298","137,546","194,600","398,329",10.9,16.8,23.7,48.6
TX,Trinity County,"1,772","4,005","3,538","1,365",16.6,37.5,33.1,12.8
TX,Tyler County,"2,361","6,681","4,190","1,889",15.6,44.2,27.7,12.5
TX,Upshur County,"4,321","9,400","9,172","4,695",15.7,34.1,33.2,17.0
TX,Upton County,503,927,653,228,21.8,40.1,28.3,9.9
TX,Uvalde County,"4,651","4,519","5,004","2,650",27.6,26.9,29.7,15.8
TX,Val Verde County,"9,332","6,981","7,591","5,460",31.8,23.8,25.9,18.6
TX,Van Zandt County,"6,181","12,502","12,472","6,413",16.5,33.3,33.2,17.1
TX,Victoria County,"10,045","18,165","19,591","12,025",16.8,30.4,32.7,20.1
TX,Walker County,"6,864","17,830","11,985","9,535",14.9,38.6,25.9,20.6
TX,Waller County,"5,292","8,945","7,881","5,486",19.2,32.4,28.6,19.9
TX,Ward County,"1,538","2,549","2,163",984,21.3,35.2,29.9,13.6
TX,Washington County,"3,302","7,554","6,541","5,790",14.2,32.6,28.2,25.0
TX,Webb County,"48,935","39,427","33,642","27,549",32.7,26.4,22.5,18.4
TX,Wharton County,"5,829","7,955","8,533","4,605",21.7,29.5,31.7,17.1
TX,Wheeler County,694,"1,109","1,293",616,18.7,29.9,34.8,16.6
TX,Wichita County,"11,382","26,643","26,814","19,364",13.5,31.6,31.8,23.0
TX,Wilbarger County,"1,914","3,004","2,567","1,437",21.5,33.7,28.8,16.1
TX,Willacy County,"4,637","4,964","2,628","1,371",34.1,36.5,19.3,10.1
TX,Williamson County,"23,435","70,838","109,681","142,568",6.8,20.4,31.7,41.1
TX,Wilson County,"4,355","11,631","9,788","6,653",13.4,35.9,30.2,20.5
TX,Winkler County,"1,500","1,268","1,346",433,33.0,27.9,29.6,9.5
TX,Wise County,"6,455","14,612","14,629","7,547",14.9,33.8,33.8,17.5
TX,Wood County,"4,852","10,919","10,930","5,246",15.2,34.2,34.2,16.4
TX,Yoakum County,"1,595","1,445","1,153",817,31.8,28.8,23.0,16.3
TX,Young County,"2,019","4,371","3,613","2,438",16.2,35.1,29.0,19.6
TX,Zapata County,"3,226","2,378","1,620",835,40.0,29.5,20.1,10.4
TX,Zavala County,"2,719","2,240","1,576",614,38.0,31.3,22.0,8.6
UT,Utah,"143,360","407,324","638,721","592,660",8.0,22.9,35.8,33.3
UT,Beaver County,369,"1,338","1,325",779,9.7,35.1,34.8,20.4
UT,Box Elder County,"2,115","9,631","12,158","7,279",6.8,30.9,39.0,23.3
UT,Cache County,"4,227","12,485","21,522","23,208",6.9,20.3,35.0,37.8
UT,Carbon County,"1,189","3,532","6,142","2,124",9.2,27.2,47.3,16.4
UT,Daggett County,16,173,177,52,3.8,41.4,42.3,12.4
UT,Davis County,"8,908","41,251","73,248","74,044",4.5,20.9,37.1,37.5
UT,Duchesne County,"1,421","4,294","4,323","1,691",12.1,36.6,36.9,14.4
UT,Emery County,389,"2,142","2,868",928,6.1,33.9,45.3,14.7
UT,Garfield County,274,"1,219","1,097",838,8.0,35.6,32.0,24.4
UT,Grand County,618,"1,911","2,335","1,861",9.2,28.4,34.7,27.7
UT,Iron County,"1,997","6,981","10,656","8,073",7.2,25.2,38.5,29.1
UT,Juab County,477,"2,287","2,324","1,047",7.8,37.3,37.9,17.1
UT,Kane County,368,"1,229","2,121","1,399",7.2,24.0,41.5,27.3
UT,Millard County,881,"2,408","2,736","1,741",11.3,31.0,35.2,22.4
UT,Morgan County,153,"1,127","2,565","2,508",2.4,17.7,40.4,39.5
UT,Piute County,179,587,340,258,13.1,43.0,24.9,18.9
UT,Rich County,19,413,587,329,1.4,30.6,43.5,24.4
UT,Salt Lake County,"67,200","159,716","232,915","242,173",9.6,22.8,33.2,34.5
UT,San Juan County,"1,440","2,715","3,092","1,635",16.2,30.6,34.8,18.4
UT,Sanpete County,"1,772","4,748","7,393","3,219",10.3,27.7,43.2,18.8
UT,Sevier County,"1,313","4,320","5,181","2,226",10.1,33.1,39.7,17.1
UT,Summit County,"1,381","4,029","6,585","14,849",5.1,15.0,24.5,55.3
UT,Tooele County,"3,386","11,348","14,141","8,613",9.0,30.3,37.7,23.0
UT,Uintah County,"2,896","7,345","7,568","3,080",13.9,35.2,36.2,14.7
UT,Utah County,"16,874","47,202","109,272","116,085",5.8,16.3,37.8,40.1
UT,Wasatch County,895,"3,706","6,166","7,364",4.9,20.4,34.0,40.6
UT,Washington County,"7,654","23,856","42,537","28,437",7.5,23.3,41.5,27.7
UT,Wayne County,213,404,765,466,11.5,21.9,41.4,25.2
UT,Weber County,"14,736","44,927","56,582","36,354",9.7,29.4,37.1,23.8
VT,Vermont,"32,707","128,172","114,710","164,106",7.4,29.2,26.1,37.3
VT,Addison County,"1,809","7,767","6,524","9,325",7.1,30.5,25.7,36.7
VT,Bennington County,"2,079","7,495","6,868","9,145",8.1,29.3,26.8,35.7
VT,Caledonia County,"1,962","7,805","5,801","6,079",9.1,36.1,26.8,28.1
VT,Chittenden County,"6,285","20,373","25,728","53,882",5.9,19.2,24.2,50.7
VT,Essex County,669,"2,145","1,165",737,14.2,45.5,24.7,15.6
VT,Franklin County,"3,150","13,006","9,842","8,081",9.2,38.2,28.9,23.7
VT,Grand Isle County,298,"1,465","1,409","2,048",5.7,28.1,27.0,39.2
VT,Lamoille County,"1,301","4,437","5,324","6,589",7.4,25.1,30.2,37.3
VT,Orange County,"1,731","7,489","5,739","6,154",8.2,35.5,27.2,29.1
VT,Orleans County,"2,452","7,546","5,439","4,261",12.4,38.3,27.6,21.6
VT,Rutland County,"3,308","15,078","11,566","13,031",7.7,35.1,26.9,30.3
VT,Washington County,"2,741","11,410","10,325","17,339",6.6,27.3,24.7,41.5
VT,Windham County,"2,101","9,616","7,815","12,288",6.6,30.2,24.6,38.6
VT,Windsor County,"2,821","12,540","11,165","15,147",6.8,30.1,26.8,36.3
VA,Virginia,"612,820","1,381,080","1,549,589","2,186,863",10.7,24.1,27.0,38.2
VA,Accomack County,"4,419","9,155","5,645","4,376",18.7,38.8,23.9,18.5
VA,Albemarle County,"6,200","11,913","15,288","38,487",8.6,16.6,21.3,53.5
VA,Alleghany County,"1,626","4,507","3,407","1,736",14.4,40.0,30.2,15.4
VA,Amelia County,"1,487","3,536","2,571","1,436",16.5,39.2,28.5,15.9
VA,Amherst County,"3,348","8,062","6,842","4,342",14.8,35.7,30.3,19.2
VA,Appomattox County,"1,758","3,824","3,315","2,192",15.9,34.5,29.9,19.8
VA,Arlington County,"10,258","14,027","19,594","128,610",5.9,8.1,11.4,74.6
VA,Augusta County,"6,843","20,757","13,972","12,796",12.6,38.2,25.7,23.5
VA,Bath County,434,"1,395","1,047",504,12.8,41.3,31.0,14.9
VA,Bedford County,"5,735","17,665","16,702","16,267",10.2,31.3,29.6,28.9
VA,Bland County,421,"1,980","1,702",865,8.5,39.9,34.3,17.4
VA,Botetourt County,"1,784","7,829","7,674","6,965",7.4,32.3,31.6,28.7
VA,Brunswick County,"2,575","4,600","3,333","1,756",21.0,37.5,27.2,14.3
VA,Buchanan County,"4,946","6,017","3,929","1,760",29.7,36.1,23.6,10.6
VA,Buckingham County,"2,768","5,499","2,865","1,417",22.1,43.8,22.8,11.3
VA,Campbell County,"5,570","12,528","12,681","8,946",14.0,31.5,31.9,22.5
VA,Caroline County,"2,947","7,675","5,757","4,113",14.4,37.5,28.1,20.1
VA,Carroll County,"4,253","8,033","6,949","2,907",19.2,36.3,31.4,13.1
VA,Charles City County,"1,162","2,099","1,441",720,21.4,38.7,26.6,13.3
VA,Charlotte County,"1,366","3,705","2,555",870,16.1,43.6,30.1,10.2
VA,Chesterfield County,"18,045","53,125","65,449","90,529",7.9,23.4,28.8,39.9
VA,Clarke County,"1,156","2,953","2,813","3,281",11.3,28.9,27.6,32.2
VA,Craig County,293,"1,686","1,211",722,7.5,43.1,31.0,18.5
VA,Culpeper County,"4,971","10,172","10,220","8,332",14.8,30.2,30.3,24.7
VA,Cumberland County,"1,322","2,433","1,992","1,216",19.0,34.9,28.6,17.5
VA,Dickenson County,"2,680","4,066","3,111","1,091",24.5,37.1,28.4,10.0
VA,Dinwiddie County,"3,301","7,551","5,856","3,468",16.4,37.4,29.0,17.2
VA,Essex County,"1,346","2,945","2,233","1,291",17.2,37.7,28.6,16.5
