State,Area_name,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018
LA,"Franklin Parish, LA","7,268","6,748",520,7.2,"34,446",71.7
LA,"Grant Parish, LA","8,205","7,729",476,5.8,"43,502",90.6
LA,"Iberia Parish, LA","28,270","26,612","1,658",5.9,"42,909",89.4
LA,"Iberville Parish, LA","14,138","13,264",874,6.2,"47,917",99.8
LA,"Jackson Parish, LA","6,874","6,556",318,4.6,"40,828",85.0
LA,"Jefferson Parish, LA","213,281","203,937","9,344",4.4,"50,871",105.9
LA,"Jefferson Davis Parish, LA","13,499","12,860",639,4.7,"44,492",92.7
LA,"Lafayette Parish, LA","113,928","108,850","5,078",4.5,"57,821",120.4
LA,"Lafourche Parish, LA","42,076","40,098","1,978",4.7,"52,651",109.6
LA,"LaSalle Parish, LA","6,349","6,073",276,4.3,"45,742",95.3
LA,"Lincoln Parish, LA","21,979","20,844","1,135",5.2,"36,525",76.1
LA,"Livingston Parish, LA","68,941","66,166","2,775",4.0,"63,088",131.4
LA,"Madison Parish, LA","3,609","3,310",299,8.3,"28,452",59.2
LA,"Morehouse Parish, LA","10,156","9,326",830,8.2,"34,023",70.9
LA,"Natchitoches Parish, LA","16,420","15,463",957,5.8,"36,298",75.6
LA,"Orleans Parish, LA","178,349","169,410","8,939",5.0,"38,855",80.9
LA,"Ouachita Parish, LA","70,832","67,193","3,639",5.1,"44,371",92.4
LA,"Plaquemines Parish, LA","10,051","9,585",466,4.6,"58,643",122.1
LA,"Pointe Coupee Parish, LA","9,906","9,374",532,5.4,"46,603",97.0
LA,"Rapides Parish, LA","55,421","52,500","2,921",5.3,"48,116",100.2
LA,"Red River Parish, LA","4,047","3,867",180,4.4,"36,865",76.8
LA,"Richland Parish, LA","8,310","7,793",517,6.2,"35,103",73.1
LA,"Sabine Parish, LA","9,028","8,562",466,5.2,"36,423",75.8
LA,"St. Bernard Parish, LA","19,795","18,806",989,5.0,"43,983",91.6
LA,"St. Charles Parish, LA","25,044","23,952","1,092",4.4,"67,585",140.7
LA,"St. Helena Parish, LA","4,310","4,028",282,6.5,"38,699",80.6
LA,"St. James Parish, LA","9,215","8,642",573,6.2,"53,903",112.2
LA,"St. John the Baptist Parish, LA","19,584","18,471","1,113",5.7,"50,830",105.8
LA,"St. Landry Parish, LA","31,918","29,929","1,989",6.2,"36,624",76.3
LA,"St. Martin Parish, LA","22,267","21,100","1,167",5.2,"46,229",96.3
LA,"St. Mary Parish, LA","20,056","18,747","1,309",6.5,"39,764",82.8
LA,"St. Tammany Parish, LA","118,816","113,852","4,964",4.2,"67,054",139.6
LA,"Tangipahoa Parish, LA","54,498","51,501","2,997",5.5,"47,128",98.1
LA,"Tensas Parish, LA","1,444","1,333",111,7.7,"28,962",60.3
LA,"Terrebonne Parish, LA","46,438","44,121","2,317",5.0,"51,665",107.6
LA,"Union Parish, LA","9,194","8,678",516,5.6,"43,584",90.8
LA,"Vermilion Parish, LA","24,180","22,897","1,283",5.3,"48,263",100.5
LA,"Vernon Parish, LA","15,919","14,887","1,032",6.5,"47,664",99.3
LA,"Washington Parish, LA","16,817","15,849",968,5.8,"36,850",76.7
LA,"Webster Parish, LA","14,587","13,698",889,6.1,"35,070",73.0
LA,"West Baton Rouge Parish, LA","13,684","13,081",603,4.4,"58,205",121.2
LA,"West Carroll Parish, LA","3,999","3,641",358,9.0,"39,332",81.9
LA,"West Feliciana Parish, LA","5,387","5,178",209,3.9,"60,296",125.6
LA,"Winn Parish, LA","4,950","4,644",306,6.2,"40,133",83.6
ME,Maine,"695,679","673,150","22,529",3.2,"55,579",100.0
ME,"Androscoggin County, ME","55,239","53,489","1,750",3.2,"49,935",89.8
ME,"Aroostook County, ME","30,867","29,437","1,430",4.6,"39,450",71.0
ME,"Cumberland County, ME","164,612","160,364","4,248",2.6,"71,586",128.8
ME,"Franklin County, ME","14,383","13,829",554,3.9,"49,561",89.2
ME,"Hancock County, ME","29,374","28,300","1,074",3.7,"52,148",93.8
ME,"Kennebec County, ME","62,180","60,236","1,944",3.1,"52,154",93.8
ME,"Knox County, ME","20,575","19,942",633,3.1,"56,678",102.0
ME,"Lincoln County, ME","16,933","16,388",545,3.2,"56,211",101.1
ME,"Oxford County, ME","26,617","25,601","1,016",3.8,"44,243",79.6
ME,"Penobscot County, ME","76,597","73,830","2,767",3.6,"47,840",86.1
ME,"Piscataquis County, ME","7,440","7,143",297,4.0,"40,066",72.1
ME,"Sagadahoc County, ME","19,480","18,972",508,2.6,"65,969",118.7
ME,"Somerset County, ME","22,732","21,679","1,053",4.6,"43,755",78.7
ME,"Waldo County, ME","21,123","20,405",718,3.4,"49,482",89.0
ME,"Washington County, ME","13,850","13,191",659,4.8,"39,522",71.1
ME,"York County, ME","113,678","110,344","3,334",2.9,"65,984",118.7
MD,Maryland,"3,221,603","3,094,569","127,034",3.9,"83,076",100.0
MD,"Allegany County, MD","32,184","30,406","1,778",5.5,"43,535",52.4
MD,"Anne Arundel County, MD","313,955","303,453","10,502",3.3,"97,051",116.8
MD,"Baltimore County, MD","452,381","433,980","18,401",4.1,"75,836",91.3
MD,"Calvert County, MD","49,845","48,075","1,770",3.6,"106,270",127.9
MD,"Caroline County, MD","18,272","17,572",700,3.8,"56,627",68.2
MD,"Carroll County, MD","95,556","92,453","3,103",3.2,"95,956",115.5
MD,"Cecil County, MD","52,984","50,629","2,355",4.4,"72,739",87.6
MD,"Charles County, MD","86,841","83,484","3,357",3.9,"92,616",111.5
MD,"Dorchester County, MD","15,587","14,776",811,5.2,"48,682",58.6
MD,"Frederick County, MD","134,003","129,307","4,696",3.5,"95,196",114.6
MD,"Garrett County, MD","15,597","14,852",745,4.8,"49,147",59.2
MD,"Harford County, MD","140,424","135,326","5,098",3.6,"87,959",105.9
MD,"Howard County, MD","186,777","181,148","5,629",3.0,"116,719",140.5
MD,"Kent County, MD","10,354","9,904",450,4.3,"55,514",66.8
MD,"Montgomery County, MD","557,200","539,485","17,715",3.2,"107,758",129.7
MD,"Prince George's County, MD","507,208","486,413","20,795",4.1,"82,445",99.2
MD,"Queen Anne's County, MD","27,887","26,953",934,3.3,"93,751",112.8
MD,"St. Mary's County, MD","55,898","53,762","2,136",3.8,"89,964",108.3
MD,"Somerset County, MD","9,246","8,597",649,7.0,"42,098",50.7
MD,"Talbot County, MD","19,739","18,999",740,3.7,"64,245",77.3
MD,"Washington County, MD","74,876","71,573","3,303",4.4,"62,556",75.3
MD,"Wicomico County, MD","51,021","48,302","2,719",5.3,"54,313",65.4
MD,"Worcester County, MD","25,532","23,450","2,082",8.2,"59,266",71.3
MD,"Baltimore city, MD","288,238","271,672","16,566",5.7,"50,501",60.8
MA,Massachusetts,"3,785,489","3,658,286","127,203",3.4,"79,817",100.0
MA,"Barnstable County, MA","115,315","110,350","4,965",4.3,"69,001",86.4
MA,"Berkshire County, MA","65,331","62,661","2,670",4.1,"58,375",73.1
MA,"Bristol County, MA","302,784","289,824","12,960",4.3,"66,005",82.7
MA,"Dukes County, MA","9,717","9,269",448,4.6,"70,224",88.0
MA,"Essex County, MA","427,449","412,710","14,739",3.4,"76,373",95.7
MA,"Franklin County, MA","41,118","39,868","1,250",3.0,"58,992",73.9
MA,"Hampden County, MA","229,722","219,067","10,655",4.6,"52,682",66.0
MA,"Hampshire County, MA","90,562","87,804","2,758",3.0,"74,456",93.3
MA,"Middlesex County, MA","918,508","893,485","25,023",2.7,"100,374",125.8
MA,"Nantucket County/town, MA","7,538","7,205",333,4.4,"97,525",122.2
MA,"Norfolk County, MA","390,559","378,881","11,678",3.0,"100,184",125.5
MA,"Plymouth County, MA","283,373","273,402","9,971",3.5,"89,678",112.4
MA,"Suffolk County, MA","455,039","441,272","13,767",3.0,"68,743",86.1
MA,"Worcester County, MA","448,477","432,490","15,987",3.6,"71,767",89.9
MI,Michigan,"4,908,714","4,705,360","203,354",4.1,"56,640",100.0
MI,"Alcona County, MI","3,807","3,557",250,6.6,"39,862",70.4
MI,"Alger County, MI","3,208","2,954",254,7.9,"47,441",83.8
MI,"Allegan County, MI","61,917","59,880","2,037",3.3,"62,247",109.9
MI,"Alpena County, MI","13,333","12,649",684,5.1,"42,792",75.6
MI,"Antrim County, MI","10,053","9,483",570,5.7,"56,456",99.7
MI,"Arenac County, MI","5,963","5,540",423,7.1,"42,540",75.1
MI,"Baraga County, MI","3,155","2,962",193,6.1,"43,435",76.7
MI,"Barry County, MI","31,627","30,547","1,080",3.4,"64,121",113.2
MI,"Bay County, MI","50,324","47,907","2,417",4.8,"50,576",89.3
MI,"Benzie County, MI","8,778","8,292",486,5.5,"51,905",91.6
MI,"Berrien County, MI","73,234","70,071","3,163",4.3,"51,509",90.9
MI,"Branch County, MI","19,314","18,594",720,3.7,"50,477",89.1
MI,"Calhoun County, MI","63,021","60,362","2,659",4.2,"48,413",85.5
MI,"Cass County, MI","24,427","23,430",997,4.1,"55,978",98.8
MI,"Charlevoix County, MI","13,098","12,471",627,4.8,"54,491",96.2
MI,"Cheboygan County, MI","10,695","9,711",984,9.2,"48,589",85.8
MI,"Chippewa County, MI","16,222","15,142","1,080",6.7,"47,380",83.7
MI,"Clare County, MI","11,800","11,077",723,6.1,"39,394",69.6
MI,"Clinton County, MI","41,080","39,769","1,311",3.2,"70,967",125.3
MI,"Crawford County, MI","5,534","5,202",332,6.0,"46,930",82.9
MI,"Delta County, MI","17,016","16,109",907,5.3,"49,292",87.0
MI,"Dickinson County, MI","12,517","12,038",479,3.8,"52,348",92.4
MI,"Eaton County, MI","57,163","55,166","1,997",3.5,"66,716",117.8
MI,"Emmet County, MI","17,678","16,636","1,042",5.9,"58,891",104.0
MI,"Genesee County, MI","182,278","173,338","8,940",4.9,"48,370",85.4
MI,"Gladwin County, MI","9,901","9,341",560,5.7,"44,635",78.8
MI,"Gogebic County, MI","6,190","5,876",314,5.1,"39,934",70.5
MI,"Grand Traverse County, MI","49,149","47,325","1,824",3.7,"64,591",114.0
MI,"Gratiot County, MI","17,784","16,955",829,4.7,"48,988",86.5
MI,"Hillsdale County, MI","20,557","19,727",830,4.0,"50,388",89.0
MI,"Houghton County, MI","16,148","15,322",826,5.1,"42,282",74.7
MI,"Huron County, MI","15,440","14,722",718,4.7,"45,817",80.9
MI,"Ingham County, MI","151,099","145,594","5,505",3.6,"52,837",93.3
MI,"Ionia County, MI","29,902","28,868","1,034",3.5,"61,667",108.9
MI,"Iosco County, MI","10,065","9,423",642,6.4,"41,256",72.8
MI,"Iron County, MI","5,131","4,844",287,5.6,"40,959",72.3
MI,"Isabella County, MI","34,841","33,489","1,352",3.9,"47,056",83.1
MI,"Jackson County, MI","74,437","71,501","2,936",3.9,"52,047",91.9
MI,"Kalamazoo County, MI","133,577","128,995","4,582",3.4,"55,881",98.7
MI,"Kalkaska County, MI","7,825","7,364",461,5.9,"46,068",81.3
MI,"Kent County, MI","359,567","348,807","10,760",3.0,"61,675",108.9
MI,"Keweenaw County, MI",881,819,62,7.0,"51,641",91.2
MI,"Lake County, MI","3,631","3,383",248,6.8,"36,044",63.6
MI,"Lapeer County, MI","40,985","38,861","2,124",5.2,"65,209",115.1
MI,"Leelanau County, MI","10,410","9,965",445,4.3,"67,349",118.9
MI,"Lenawee County, MI","46,807","44,895","1,912",4.1,"55,762",98.4
MI,"Livingston County, MI","103,175","99,794","3,381",3.3,"84,048",148.4
MI,"Luce County, MI","2,377","2,228",149,6.3,"43,196",76.3
MI,"Mackinac County, MI","5,194","4,701",493,9.5,"46,645",82.4
MI,"Macomb County, MI","445,932","427,957","17,975",4.0,"62,191",109.8
MI,"Manistee County, MI","10,335","9,734",601,5.8,"47,401",83.7
MI,"Marquette County, MI","32,472","30,880","1,592",4.9,"54,093",95.5
MI,"Mason County, MI","13,765","13,091",674,4.9,"51,083",90.2
MI,"Mecosta County, MI","18,462","17,537",925,5.0,"45,804",80.9
MI,"Menominee County, MI","10,983","10,539",444,4.0,"46,486",82.1
MI,"Midland County, MI","40,652","39,033","1,619",4.0,"58,057",102.5
MI,"Missaukee County, MI","6,868","6,516",352,5.1,"48,413",85.5
MI,"Monroe County, MI","75,898","72,709","3,189",4.2,"62,522",110.4
MI,"Montcalm County, MI","28,307","27,099","1,208",4.3,"50,396",89.0
MI,"Montmorency County, MI","3,014","2,750",264,8.8,"40,650",71.8
MI,"Muskegon County, MI","77,959","74,390","3,569",4.6,"49,960",88.2
MI,"Newaygo County, MI","23,168","22,152","1,016",4.4,"48,860",86.3
MI,"Oakland County, MI","673,420","650,941","22,479",3.3,"80,319",141.8
MI,"Oceana County, MI","12,021","11,271",750,6.2,"50,374",88.9
MI,"Ogemaw County, MI","8,201","7,633",568,6.9,"41,201",72.7
MI,"Ontonagon County, MI","2,095","1,931",164,7.8,"40,798",72.0
MI,"Osceola County, MI","10,882","10,398",484,4.4,"45,607",80.5
MI,"Oscoda County, MI","2,947","2,757",190,6.4,"38,927",68.7
MI,"Otsego County, MI","11,589","10,978",611,5.3,"51,292",90.6
MI,"Ottawa County, MI","160,745","156,190","4,555",2.8,"70,420",124.3
MI,"Presque Isle County, MI","5,036","4,633",403,8.0,"45,502",80.3
MI,"Roscommon County, MI","7,844","7,232",612,7.8,"38,613",68.2
MI,"Saginaw County, MI","87,068","82,926","4,142",4.8,"48,805",86.2
MI,"St. Clair County, MI","75,419","71,837","3,582",4.7,"56,557",99.9
MI,"St. Joseph County, MI","28,289","27,232","1,057",3.7,"52,689",93.0
MI,"Sanilac County, MI","19,209","18,216",993,5.2,"46,184",81.5
MI,"Schoolcraft County, MI","3,364","3,123",241,7.2,"44,887",79.2
MI,"Shiawassee County, MI","33,231","31,798","1,433",4.3,"54,149",95.6
MI,"Tuscola County, MI","23,758","22,457","1,301",5.5,"51,113",90.2
MI,"Van Buren County, MI","35,067","33,345","1,722",4.9,"57,363",101.3
MI,"Washtenaw County, MI","195,926","189,923","6,003",3.1,"72,267",127.6
MI,"Wayne County, MI","797,770","756,452","41,318",5.2,"46,440",82.0
MI,"Wexford County, MI","14,710","14,019",691,4.7,"46,396",81.9
MN,Minnesota,"3,071,433","2,981,153","90,280",2.9,"70,295",100.0
MN,"Aitkin County, MN","7,186","6,780",406,5.6,"44,016",62.6
MN,"Anoka County, MN","196,693","191,195","5,498",2.8,"82,284",117.1
MN,"Becker County, MN","18,606","17,938",668,3.6,"59,440",84.6
MN,"Beltrami County, MN","24,154","23,158",996,4.1,"47,073",67.0
MN,"Benton County, MN","21,839","21,071",768,3.5,"61,341",87.3
MN,"Big Stone County, MN","2,502","2,406",96,3.8,"51,058",72.6
MN,"Blue Earth County, MN","40,304","39,284","1,020",2.5,"58,132",82.7
MN,"Brown County, MN","14,477","13,986",491,3.4,"60,626",86.2
MN,"Carlton County, MN","17,828","17,091",737,4.1,"60,412",85.9
MN,"Carver County, MN","58,287","56,844","1,443",2.5,"104,248",148.3
MN,"Cass County, MN","14,285","13,544",741,5.2,"48,651",69.2
MN,"Chippewa County, MN","6,880","6,659",221,3.2,"53,540",76.2
MN,"Chisago County, MN","29,794","28,786","1,008",3.4,"82,814",117.8
MN,"Clay County, MN","35,653","34,622","1,031",2.9,"65,914",93.8
MN,"Clearwater County, MN","4,466","4,100",366,8.2,"51,475",73.2
MN,"Cook County, MN","3,046","2,940",106,3.5,"54,465",77.5
MN,"Cottonwood County, MN","5,804","5,596",208,3.6,"51,788",73.7
MN,"Crow Wing County, MN","32,167","30,886","1,281",4.0,"53,481",76.1
MN,"Dakota County, MN","240,364","234,205","6,159",2.6,"86,403",122.9
MN,"Dodge County, MN","11,771","11,414",357,3.0,"75,955",108.1
MN,"Douglas County, MN","20,605","20,018",587,2.8,"60,979",86.7
MN,"Faribault County, MN","6,989","6,746",243,3.5,"52,560",74.8
MN,"Fillmore County, MN","11,480","11,120",360,3.1,"58,761",83.6
MN,"Freeborn County, MN","16,023","15,508",515,3.2,"52,010",74.0
MN,"Goodhue County, MN","26,781","26,038",743,2.8,"67,039",95.4
MN,"Grant County, MN","3,298","3,165",133,4.0,"54,917",78.1
MN,"Hennepin County, MN","702,946","685,282","17,664",2.5,"76,067",108.2
MN,"Houston County, MN","10,393","10,093",300,2.9,"59,613",84.8
MN,"Hubbard County, MN","9,875","9,379",496,5.0,"55,687",79.2
MN,"Isanti County, MN","21,201","20,406",795,3.7,"73,468",104.5
MN,"Itasca County, MN","21,784","20,599","1,185",5.4,"53,143",75.6
MN,"Jackson County, MN","5,713","5,545",168,2.9,"57,786",82.2
MN,"Kanabec County, MN","8,943","8,449",494,5.5,"56,950",81.0
MN,"Kandiyohi County, MN","24,730","23,996",734,3.0,"60,579",86.2
MN,"Kittson County, MN","2,334","2,266",68,2.9,"54,438",77.4
MN,"Koochiching County, MN","5,937","5,572",365,6.1,"46,281",65.8
MN,"Lac qui Parle County, MN","3,520","3,391",129,3.7,"52,445",74.6
MN,"Lake County, MN","5,477","5,303",174,3.2,"61,015",86.8
MN,"Lake of the Woods County, MN","2,399","2,307",92,3.8,"52,058",74.1
MN,"Le Sueur County, MN","16,074","15,404",670,4.2,"67,269",95.7
MN,"Lincoln County, MN","3,260","3,161",99,3.0,"51,305",73.0
MN,"Lyon County, MN","14,757","14,333",424,2.9,"57,690",82.1
MN,"McLeod County, MN","19,521","18,905",616,3.2,"61,959",88.1
MN,"Mahnomen County, MN","2,323","2,215",108,4.6,"43,162",61.4
MN,"Marshall County, MN","5,418","5,101",317,5.9,"58,105",82.7
MN,"Martin County, MN","10,260","9,935",325,3.2,"50,821",72.3
MN,"Meeker County, MN","13,159","12,697",462,3.5,"66,557",94.7
MN,"Mille Lacs County, MN","12,837","12,212",625,4.9,"53,289",75.8
MN,"Morrison County, MN","17,542","16,711",831,4.7,"57,471",81.8
MN,"Mower County, MN","20,385","19,829",556,2.7,"53,387",75.9
MN,"Murray County, MN","4,879","4,695",184,3.8,"59,938",85.3
MN,"Nicollet County, MN","20,785","20,322",463,2.2,"66,209",94.2
MN,"Nobles County, MN","11,291","10,994",297,2.6,"55,766",79.3
MN,"Norman County, MN","3,357","3,211",146,4.3,"48,799",69.4
MN,"Olmsted County, MN","87,755","85,721","2,034",2.3,"76,001",108.1
MN,"Otter Tail County, MN","31,356","30,216","1,140",3.6,"53,778",76.5
MN,"Pennington County, MN","8,765","8,397",368,4.2,"57,494",81.8
MN,"Pine County, MN","14,868","14,139",729,4.9,"50,387",71.7
MN,"Pipestone County, MN","4,931","4,787",144,2.9,"55,378",78.8
MN,"Polk County, MN","16,696","16,076",620,3.7,"60,180",85.6
MN,"Pope County, MN","6,411","6,242",169,2.6,"60,975",86.7
MN,"Ramsey County, MN","288,134","280,330","7,804",2.7,"62,937",89.5
MN,"Red Lake County, MN","2,226","2,111",115,5.2,"54,412",77.4
MN,"Redwood County, MN","7,610","7,335",275,3.6,"56,760",80.7
MN,"Renville County, MN","8,714","8,367",347,4.0,"59,787",85.1
MN,"Rice County, MN","36,904","35,874","1,030",2.8,"67,024",95.3
MN,"Rock County, MN","5,696","5,564",132,2.3,"63,503",90.3
MN,"Roseau County, MN","7,889","7,623",266,3.4,"60,239",85.7
MN,"St. Louis County, MN","101,903","98,115","3,788",3.7,"53,833",76.6
MN,"Scott County, MN","83,167","81,074","2,093",2.5,"101,427",144.3
MN,"Sherburne County, MN","52,162","50,506","1,656",3.2,"81,850",116.4
MN,"Sibley County, MN","8,508","8,237",271,3.2,"66,209",94.2
MN,"Stearns County, MN","90,056","87,384","2,672",3.0,"60,843",86.6
MN,"Steele County, MN","20,465","19,854",611,3.0,"65,323",92.9
MN,"Stevens County, MN","5,444","5,314",130,2.4,"61,929",88.1
MN,"Swift County, MN","5,015","4,830",185,3.7,"51,552",73.3
MN,"Todd County, MN","13,478","12,948",530,3.9,"58,113",82.7
MN,"Traverse County, MN","1,776","1,718",58,3.3,"49,773",70.8
MN,"Wabasha County, MN","12,213","11,848",365,3.0,"63,633",90.5
MN,"Wadena County, MN","5,907","5,597",310,5.2,"46,312",65.9
MN,"Waseca County, MN","8,974","8,606",368,4.1,"58,335",83.0
MN,"Washington County, MN","142,624","139,023","3,601",2.5,"95,840",136.3
MN,"Watonwan County, MN","6,521","6,294",227,3.5,"51,962",73.9
MN,"Wilkin County, MN","3,521","3,415",106,3.0,"61,387",87.3
MN,"Winona County, MN","28,698","27,941",757,2.6,"56,076",79.8
MN,"Wright County, MN","75,330","73,073","2,257",3.0,"87,377",124.3
MN,"Yellow Medicine County, MN","5,346","5,185",161,3.0,"56,528",80.4
MS,Mississippi,"1,269,134","1,207,680","61,454",4.8,"44,740",100.0
MS,"Adams County, MS","11,224","10,511",713,6.4,"33,392",74.6
MS,"Alcorn County, MS","16,103","15,431",672,4.2,"40,010",89.4
MS,"Amite County, MS","4,382","4,110",272,6.2,"38,092",85.1
MS,"Attala County, MS","6,955","6,561",394,5.7,"36,761",82.2
MS,"Benton County, MS","3,028","2,857",171,5.6,"35,184",78.6
MS,"Bolivar County, MS","12,389","11,628",761,6.1,"33,116",74.0
MS,"Calhoun County, MS","5,558","5,297",261,4.7,"39,176",87.6
MS,"Carroll County, MS","3,445","3,249",196,5.7,"42,588",95.2
MS,"Chickasaw County, MS","7,006","6,653",353,5.0,"37,429",83.7
MS,"Choctaw County, MS","3,709","3,526",183,4.9,"38,479",86.0
MS,"Claiborne County, MS","3,013","2,735",278,9.2,"29,631",66.2
MS,"Clarke County, MS","5,947","5,614",333,5.6,"41,495",92.7
MS,"Clay County, MS","7,688","7,218",470,6.1,"38,121",85.2
MS,"Coahoma County, MS","8,379","7,786",593,7.1,"29,380",65.7
MS,"Copiah County, MS","11,133","10,508",625,5.6,"38,664",86.4
MS,"Covington County, MS","8,072","7,709",363,4.5,"36,083",80.7
MS,"DeSoto County, MS","90,547","87,088","3,459",3.8,"68,126",152.3
MS,"Forrest County, MS","33,104","31,614","1,490",4.5,"39,061",87.3
MS,"Franklin County, MS","2,806","2,639",167,6.0,"39,508",88.3
MS,"George County, MS","8,782","8,206",576,6.6,"47,246",105.6
MS,"Greene County, MS","4,286","4,015",271,6.3,"42,022",93.9
MS,"Grenada County, MS","9,556","9,144",412,4.3,"39,633",88.6
MS,"Hancock County, MS","18,654","17,699",955,5.1,"49,843",111.4
MS,"Harrison County, MS","85,854","81,863","3,991",4.6,"45,355",101.4
MS,"Hinds County, MS","106,905","101,839","5,066",4.7,"44,776",100.1
MS,"Holmes County, MS","5,685","5,173",512,9.0,"26,449",59.1
MS,"Humphreys County, MS","2,193","1,998",195,8.9,"28,542",63.8
MS,"Issaquena County, MS",369,336,33,8.9,"26,936",60.2
MS,"Itawamba County, MS","10,378","9,955",423,4.1,"45,720",102.2
MS,"Jackson County, MS","58,245","54,937","3,308",5.7,"51,771",115.7
MS,"Jasper County, MS","5,990","5,633",357,6.0,"36,987",82.7
MS,"Jefferson County, MS","2,021","1,754",267,13.2,"28,024",62.6
MS,"Jefferson Davis County, MS","4,096","3,821",275,6.7,"31,739",70.9
